dataset_pid,has_funder_agency_ror_in_hdv,has_funderIdentifier_in_datacite,title,version_state,latest_version,first_version_created,major_version_publication_time,dataset_last_updated,file_count,citationText,dataverse_collection_alias,dataverse_name
doi:10.7910/DVN/X7EYAN,TRUE,,WHiLD-HM: A 4-km long-term (1952–2025) daily hydrometeorological dataset for the western United States,RELEASED,1,2026-05-13T05:35:03Z,2026-05-17T08:53:39Z,2026-05-19T07:25:55Z,77,"Madakumbura, Gavin; Abolafia-Rosenzweig, Ronnie; He, Cenlin; Jones, Jacob; He, Qian; Revel, Menaka; Wang, Bowen; Williams, Park, 2026, ""WHiLD-HM: A 4-km long-term (1952–2025) daily hydrometeorological dataset for the western United States"", https://doi.org/10.7910/DVN/X7EYAN, Harvard Dataverse, V1",whildhm,Gavin Madakumbura Dataverse
doi:10.7910/DVN/X7EYAN,TRUE,,WHiLD-HM: A 4-km long-term (1952–2025) daily hydrometeorological dataset for the western United States,DRAFT,DRAFT,2026-05-13T05:35:03Z,,2026-05-19T07:25:55Z,77,"Madakumbura, Gavin; Abolafia-Rosenzweig, Ronnie; He, Cenlin; Jones, Jacob; He, Qian; Revel, Menaka; Wang, Bowen; Williams, Park, 2026, ""WHiLD-HM: A 4-km long-term (1952–2025) daily hydrometeorological dataset for the western United States"", https://doi.org/10.7910/DVN/X7EYAN, Harvard Dataverse, DRAFT VERSION",whildhm,Gavin Madakumbura Dataverse
doi:10.7910/DVN/X7RRHL,TRUE,,SELEVER study: Second follow-up survey,RELEASED,1.2,2025-02-24T21:30:10Z,2025-03-21T21:51:54Z,2025-07-08T18:18:54Z,167,"International Food Policy Research Institute (IFPRI), 2025, ""SELEVER study: Second follow-up survey"", https://doi.org/10.7910/DVN/X7RRHL, Harvard Dataverse, V1, UNF:6:Yqsh960uJ7j6reC4dNcsBA== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/XD96CL,TRUE,,Coding Matrix: Ecosystem Services in Tropical Cattle Systems A Systematic Literature Review across Five Thematic Streams,RELEASED,1,2026-07-27T20:19:40Z,2026-07-29T15:49:20Z,2026-07-29T15:49:20Z,1,"Lüdtke, Adrian; Burkart, Stefan, 2026, ""Coding Matrix: Ecosystem Services in Tropical Cattle Systems A Systematic Literature Review across Five Thematic Streams"", https://doi.org/10.7910/DVN/XD96CL, Harvard Dataverse, V1",ESSTCS,Ecosystem Services in Tropical Cattle Systems
doi:10.7910/DVN/XJ4CPZ,TRUE,,Inter-agency Coordination for Rural Power Restoration After A Natural Disaster in the United States: A Qualitative Interview Dataset,RELEASED,2.2,2025-10-02T03:55:34Z,2026-02-15T08:01:10Z,2026-03-18T17:15:30Z,3,"Shao, Rui; Piratla, Kalyan; Chen, Chien-fei; Abuanor, Mark Nartey; Fan, Chao, 2025, ""Inter-agency Coordination for Rural Power Restoration After A Natural Disaster in the United States: A Qualitative Interview Dataset"", https://doi.org/10.7910/DVN/XJ4CPZ, Harvard Dataverse, V2",clemsonrapidproject,Inter-agency Coordination for Rural Power Restoration in the United States
doi:10.7910/DVN/XMZCMQ,TRUE,,Peope and Politics in Post-War Europe,RELEASED,1,2025-09-24T09:34:27Z,2025-09-24T10:06:28Z,2025-10-15T11:32:47Z,2,"Kleine, Mareike; Hofmann, Stephanie; Anderson, Christopher, 2025, ""Peope and Politics in Post-War Europe"", https://doi.org/10.7910/DVN/XMZCMQ, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/XMZCMQ,TRUE,,People and Politics in Post-War Europe,DRAFT,DRAFT,2025-09-24T09:34:27Z,,2025-10-15T11:32:47Z,2,"Kleine, Mareike; Hofmann, Stephanie; Anderson, Christopher, 2025, ""People and Politics in Post-War Europe"", https://doi.org/10.7910/DVN/XMZCMQ, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/Y6IU5W,TRUE,,P1060: NNRTI-Based vs. PI-Based ART in Infants Exposed/Not Exposed to NVP for PMTCT - New England Journal of Medicine 2010 publication,RELEASED,2.1,2025-10-16T17:13:24Z,2026-02-09T19:23:15Z,2026-03-18T16:46:58Z,9,"IMPAACT Statistical and Data Analysis Center, 2025, ""P1060: NNRTI-Based vs. PI-Based ART in Infants Exposed/Not Exposed to NVP for PMTCT - New England Journal of Medicine 2010 publication"", https://doi.org/10.7910/DVN/Y6IU5W, Harvard Dataverse, V2",IMPAACT,International Maternal Pediatric Adolescent AIDS Clinical Trials Network
doi:10.7910/DVN/Y8FUSX,TRUE,,ParlaIbero-PA: Parliamentary Speeches from Panama (1996-2025),RELEASED,2,2026-08-18T13:57:06Z,2026-09-07T13:19:31Z,2026-09-07T13:19:31Z,17,"Rodrigues-Silveira, Rodrigo; Martínez Osorio, Sofía Anabel, 2026, ""ParlaIbero-PA: Parliamentary Speeches from Panama (1996-2025)"", https://doi.org/10.7910/DVN/Y8FUSX, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/Y8OC5L,TRUE,,HVTN 302 immunogenicity + safety manuscript (Science Translational Medicine),RELEASED,2.3,2025-04-22T18:35:30Z,2025-07-17T17:13:55Z,2026-05-22T18:55:54Z,8,"HIV Vaccine Trials Network Statistics and Data Management Center, 2025, ""HVTN 302 immunogenicity + safety manuscript (Science Translational Medicine)"", https://doi.org/10.7910/DVN/Y8OC5L, Harvard Dataverse, V2, UNF:6:6H6owm5SNRC+IOkOi1BXSw== [fileUNF]",hvtn302,HVTN 302 Dataverse
doi:10.7910/DVN/YBXCOG,TRUE,,"Code used to generate findings presented in the manuscript ""Integrated Community-Based HIV+NCD Care in Microfinance Groups in Kenya: Results from the Harambee Cluster Randomized Trial""",DRAFT,DRAFT,2024-08-30T16:39:13Z,,2026-06-27T21:51:18Z,9,"Genberg, Becky; Steingrimsson, Jon; Kafu, Catherine; Wilson-Barthes, Marta G.; Pastakia, Sonak; Dan N Tran; Said, Jamil; Rajesh Vedanthan; Goodrich, Suzanne; Braitstein, Paula; Ben Mosong; Youjin Lee; Hogan, Joseph; Omar Galarraga; Wachira, Juddy, 2026, ""Code used to generate findings presented in the manuscript ""Integrated Community-Based HIV+NCD Care in Microfinance Groups in Kenya: Results from the Harambee Cluster Randomized Trial"""", https://doi.org/10.7910/DVN/YBXCOG, Harvard Dataverse, DRAFT VERSION",harambee,Harambee R01 Data Repository Dataverse
doi:10.7910/DVN/YL1BVE,TRUE,,"Postliberal attitudes in Poland, March 2026",RELEASED,2.1,2026-05-18T19:37:47Z,2026-05-20T02:00:18Z,2026-07-10T14:06:36Z,2,"Stanley, Ben, 2026, ""Postliberal attitudes in Poland, March 2026"", https://doi.org/10.7910/DVN/YL1BVE, Harvard Dataverse, V2, UNF:6:iZglWgJ7kLJq+izv9bmtfA== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/YMUVN2,TRUE,,Replication Data for: Universal targeting in local public health: a comparative study of Polish cities,RELEASED,1,2026-01-22T21:02:04Z,2026-01-23T21:02:47Z,2026-01-23T21:02:47Z,3,"Gędek, Wojciech, 2026, ""Replication Data for: Universal targeting in local public health: a comparative study of Polish cities"", https://doi.org/10.7910/DVN/YMUVN2, Harvard Dataverse, V1",JPublicPolicy,Journal of Public Policy Dataverse
doi:10.7910/DVN/YOVSSY,TRUE,,Dataset for: The relationship between biological and psychosocial risk factors and resting-state functional connectivity in 2-month-old Bangladeshi infants: A feasibility and pilot study.,RELEASED,1,2026-03-25T20:57:19Z,2026-03-25T21:07:25Z,2026-03-25T21:07:25Z,2,"Turesky, Ted; Gaab, Nadine; Nelson, Charles, 2026, ""Dataset for: The relationship between biological and psychosocial risk factors and resting-state functional connectivity in 2-month-old Bangladeshi infants: A feasibility and pilot study."", https://doi.org/10.7910/DVN/YOVSSY, Harvard Dataverse, V1, UNF:6:P4wZ4pgRUWLg2S91d+PbHg== [fileUNF]",bean,Bangladesh Early Adversity Neuroimaging (BEAN) Project
doi:10.7910/DVN/YPTNYW,TRUE,,Tajikistan Rural Household Survey (TRHS) 2025,RELEASED,1,2025-08-06T14:54:43Z,2025-09-16T20:53:09Z,2025-09-16T20:53:09Z,74,"International Food Policy Research Institute (IFPRI), 2026, ""Tajikistan Rural Household Survey (TRHS) 2025"", https://doi.org/10.7910/DVN/YPTNYW, Harvard Dataverse, V1, UNF:6:9mVsBRwzw1AJ9/Q4QIpbOg== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/YRGVAF,TRUE,,HVTN 301 manuscript,DRAFT,DRAFT,2026-09-03T18:03:29Z,,2026-09-03T18:46:41Z,1,"HIV Vaccine Trials Network Statistics and Data Management Center, 2026, ""HVTN 301 manuscript"", https://doi.org/10.7910/DVN/YRGVAF, Harvard Dataverse, DRAFT VERSION",hvtn301,HVTN 301 Dataverse
doi:10.7910/DVN/Z0UIKQ,TRUE,,2019 Social Accounting Matrix for Honduras,RELEASED,1,2025-08-22T20:14:09Z,2025-09-25T19:35:03Z,2025-09-25T19:35:03Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""2019 Social Accounting Matrix for Honduras"", https://doi.org/10.7910/DVN/Z0UIKQ, Harvard Dataverse, V1, UNF:6:KgRPPb1QyaxlfdFpWZzYfQ== [fileUNF]",sam,Nexus SAM
doi:10.7910/DVN/ZBYVFY,TRUE,,FSF files for 'Covert brain complexity in the intensive care unit.',RELEASED,1.2,2026-03-31T21:59:59Z,2026-03-31T22:15:07Z,2026-03-31T23:27:17Z,3,"Wu, Ona, 2026, ""FSF files for 'Covert brain complexity in the intensive care unit.'"", https://doi.org/10.7910/DVN/ZBYVFY, Harvard Dataverse, V1",mghccni_cardiacarrest,MGH CCNI Cardiac Arrest Research Projects
doi:10.7910/DVN/ZHG3V6,TRUE,,Simulation-based inference advances water quality mapping in shallow coral reef environments (dataset),RELEASED,1,2025-05-30T14:23:59Z,2025-07-08T12:46:46Z,2025-07-08T12:46:46Z,11,"Palola, Pirta, 2025, ""Simulation-based inference advances water quality mapping in shallow coral reef environments (dataset)"", https://doi.org/10.7910/DVN/ZHG3V6, Harvard Dataverse, V1, UNF:6:whl2GjAApMXa+QSBthm/JQ== [fileUNF]",reef_connections,Island Reef Connections
doi:10.7910/DVN/ZIEVZJ,TRUE,,"Replication Data for: ""The Irredeemability of the Past: Determinants of Reconciliation and Revenge in Post-Conflict Settings""",DRAFT,DRAFT,2024-05-06T13:22:45Z,,2026-08-17T21:01:59Z,6,"Kao, Kristen, 2026, ""Replication Data for: ""The Irredeemability of the Past: Determinants of Reconciliation and Revenge in Post-Conflict Settings"""", https://doi.org/10.7910/DVN/ZIEVZJ, Harvard Dataverse, DRAFT VERSION, UNF:6:pI6dIsjAwYCDEiQC5f1XCw== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/ZMCLJG,TRUE,,The Unyielding Burden: Epidemiological Trends of Foot-and-Mouth Disease in Africa over 100 Years,RELEASED,3,2026-03-09T11:46:51Z,2026-03-24T10:52:35Z,2026-03-24T10:52:35Z,3,"Sopeju, Adebayo, 2026, ""The Unyielding Burden: Epidemiological Trends of Foot-and-Mouth Disease in Africa over 100 Years"", https://doi.org/10.7910/DVN/ZMCLJG, Harvard Dataverse, V3",harvard,Harvard Dataverse
doi:10.7910/DVN/ZMYOVQ,TRUE,,Running Match Performance in Elite Soccer Player - full season dataset,RELEASED,1,2026-01-11T10:20:16Z,2026-01-20T17:48:40Z,2026-01-20T17:48:40Z,1,"Malý, Tomáš, 2026, ""Running Match Performance in Elite Soccer Player - full season dataset"", https://doi.org/10.7910/DVN/ZMYOVQ, Harvard Dataverse, V1",HMLD_SOCCER,Tomáš Malý Dataverse
doi:10.7910/DVN/ZTKU9H,TRUE,,Dataset for: Trajectories of nutritional status across early childhood are associated with EEG power,RELEASED,1,2026-02-20T18:09:25Z,2026-02-20T18:10:16Z,2026-02-20T18:14:38Z,5,"Sullivan, Eileen; Nelson, Charles, 2026, ""Dataset for: Trajectories of nutritional status across early childhood are associated with EEG power"", https://doi.org/10.7910/DVN/ZTKU9H, Harvard Dataverse, V1, UNF:6:0KbGuWeGBqtnntlkxaSCAA== [fileUNF]",bean,Bangladesh Early Adversity Neuroimaging (BEAN) Project
doi:10.7910/DVN/ZVJTAW,TRUE,,ACTwatch Lite - Nigeria 2024,RELEASED,1.1,2026-01-27T18:28:34Z,2026-01-28T17:35:57Z,2026-02-03T13:38:52Z,4,"Ntadom, Godwin; Bouanchaud, Paul; Woolheater, Katelyn; Accrombessi, Manfred; Esch, Keith; Wang, Erica; Oluwatosin, Ajibade; Bunza, Fatima; Oguguo, Lilian; Marjara, Pritpal; Ogbulafor, Nnenna; Shekarau, Emmanuel; Hurley, Catharine, 2026, ""ACTwatch Lite - Nigeria 2024"", https://doi.org/10.7910/DVN/ZVJTAW, Harvard Dataverse, V1",PSI-WestCentralAfrica,PSI - West and Central Africa Dataverse
doi:10.7910/DVN/ZVPZAN,TRUE,,Making of British Provinces and Districts,RELEASED,1,2026-05-27T06:15:22Z,2026-05-27T06:41:04Z,2026-05-27T06:41:04Z,2,"Jolad, Shivakumar; Kalyani, Gaurav, 2026, ""Making of British Provinces and Districts"", https://doi.org/10.7910/DVN/ZVPZAN, Harvard Dataverse, V1",indiastatestories,India State Stories
doi:10.7910/DVN/ZWJSAH,TRUE,,Roxby Building ambient vibration data with multiple setups and monitoring,RELEASED,1,2025-08-18T16:26:25Z,2025-08-19T07:59:12Z,2025-08-19T07:59:12Z,1564,"Zhu, Zuo; Wang, Xinrui; Xie, Yanlong; Au, Siu-Kui, 2025, ""Roxby Building ambient vibration data with multiple setups and monitoring"", https://doi.org/10.7910/DVN/ZWJSAH, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/ZWK5FH,TRUE,,Vegetation dynamics inside Mediterranean vineyards : a dataset for tracking changes using unmanned aerial vehicles,DRAFT,DRAFT,2025-09-03T09:48:21Z,,2025-09-09T07:24:41Z,413,"Faucher, Martin; Garcia, Léo; Enard, Clément; Vinatier, Fabrice; FEURER, Denis, 2025, ""Vegetation dynamics inside Mediterranean vineyards : a dataset for tracking changes using unmanned aerial vehicles"", https://doi.org/10.7910/DVN/ZWK5FH, Harvard Dataverse, DRAFT VERSION, UNF:6:dXIMix0W5fyNJQgxBte2oQ== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/ZXYCHY,TRUE,,Replication Data for:  Two Implications of Survey Research Mode during War: Evidence from Russia’s Full-Scale Invasion of Ukraine,RELEASED,1,2025-06-20T19:34:20Z,2025-07-09T15:18:29Z,2025-07-09T15:18:29Z,1,"Erlich, Aaron, 2025, ""Replication Data for: Two Implications of Survey Research Mode during War: Evidence from Russia’s Full-Scale Invasion of Ukraine"", https://doi.org/10.7910/DVN/ZXYCHY, Harvard Dataverse, V1",harvard,Harvard Dataverse
