datasetVersionId,persistentUrl,persistent_id,dsDescriptionValue,dsDescriptionDate
970,https://hdl.handle.net/1902.29/11262,,"The LSL presents a checklist of 15 different traumatic events, and participants indicate which (if any) of these events they have experienced. For participants who endorse at least 1 item, they are then asked to identify the most significant stressor, and they complete the remaining 17 items regarding the extent to which they experience PTSD symptoms (eg, repeated, disturbing memories of the experience) related to the selected traumatic event. Each item is endorsed on a 5-category scale (not at all, a little bit, moderately, quite a bit, extremely). A total score is derived by summing the scores from each of the 17 symptoms. Test-retest reliability is high (.96), and internal consistency ranged from .89 to .92.
<sup>[1]</sup> In our sample, 912 controls and 83 cases did not endorse any traumatic events; therefore, PCL-C scores for these participants were set to missing. <br/><br/> [1] Weathers FW, Litz BT, Herman DS, Huska JA, Keane TM: The PTSD Checklist (PCL): Reliability, validity, and diagnostic utility. Paper presented at the Meeting of the International Society for Traumatic Studies, San Antonio, TX, 1993",
2017,https://doi.org/10.15139/S3/12143,,"This note examines problems associated with measuring the partisan balance of state government. A description of a new publicly available dataset is given, as well as of the methods used to collect these data. The results of three data analyses using different measures of state government partisan balance demonstrate that sometimes measurement error on this variable can influence substantive findings.",
2650,https://hdl.handle.net/1902.29/H-7580,,"<p>Survey investigates respondents' opinion about health and safety hazards from products of various companies, air travel and government regulation for consumer protection.</p><p>Questions include levels of danger related to various items, effectiveness of government safety standards, threats to air safety, future purchasing plans, and current political events.</p>",
4103,https://hdl.handle.net/1902.29/D-20252,,"<p>Survey asked questions on issues related to Alabama including taxes, rating of state government, condition of business, education, and personal finances</p>",
5139,https://hdl.handle.net/1902.29/11731,,"The most important pieces of documentation for the <a href=""https://dataverse.unc.edu/dataverse/rlms-hse"">Russia Longitudinal Monitoring Survey data sets</a> are the questionnaires. The questionnaire files are English-language translations of the original Russian questionnaires. The English versions have been translated as literally as possible. The order of the questions and the layout of the pages have been preserved in the English versions. <br/><br/> The questionnaires are also designed to function as codebooks. The variable names, as they appear in the data sets, are usually listed below or to the left of the questions. If the abbreviation (char) appears with a variable name, then the responses to that question are stored in a character variable. If there is no variable name associated with a particular question, then the responses to that question do not appear in the data set.
<br/><br/> Some questions in the questionnaires are color coded. Pink means that the question was added. Green indicates changes from the previous round (e.g., year). Gray means that the questions were asked, but the data are not available for public use - the questions were added at the request of the Pension Office and are for their use only. <br/><br/> The original Russian-language questionnaires are available for all rounds, with the exception of the community questionnaires, which are only
available for 2000-2003 and from 2011 on.   Please note that, unlike the English-language versions, variable names do not appear in the Russian-language versions.",2015-08-31
892,https://hdl.handle.net/1902.29/11576,,N/A,
4711,https://hdl.handle.net/1902.29/D-20064,,"<p>Survey asked questions on issues of interest to residents of Virginia including nuclear weapons, government spending, Reagan, governor, Nicaragua.</p>",
2953,https://hdl.handle.net/1902.29/H-874003,,"<p>This study focuses on health care spending and rights of the terminally ill. Questions were asked on medical and health insurance plans, treatment decisions, `living wills,' patient wish to die, organ transplants, AIDS, essential vs. optional care, and influence of other individuals and organizations</p>",
30843,https://doi.org/10.15139/S3/QFEMOI,,"Pedestrian fatalities increased to 5,987 in 2016, compared to 5,495 (2015) and 4,910 (2014), or an increase of 22% in the past 2 years. This is particularly alarming after so many years of decreasing pedestrian fatalities nationwide since the early 1970s.

The project first convened a diverse group of cross-sector experts and examined available data sources to explore the underlying and complex factors influencing the national rise in pedestrian deaths. These efforts supported the development of dynamic, testable hypotheses to inform a future research agenda. This project was designed to also demonstrate an application of innovative systems science tools as a means for examining underlying drivers of complex problems and exploring effective leverage points for interventions. An initial set of systems mapping workshops with diverse stakeholders produced numerous theories involving about 40 key variables/themes related to the rise of pedestrian fatalities, many of which were further substantiated by additional data and literature scans. Additionally, hypotheses about system structures -- including balancing and reinforcing feedback loops -- thought to be accelerating or mitigating the fatality trends were uncovered.",2018-09-30
31088,https://doi.org/10.15139/S3/TTXD8Q,,"This dataset examines dyads over the 2-year transition to parenthood with measurements at 6 weeks prenatal, approximately 1-2 weeks post labor and delivery, then 6, 12, 18, ad 24 months postnatal. All parents were first time parents with their current partner. Data collected at labor and delivery were relevant specifically to that experience. At 6 months postnatal, the participants completed both video types interactions and self-reports. At all other time points, only self-reports were collected. This study was approved by the IRB at Texas A & M University.",2019-09-21
4787,https://hdl.handle.net/1902.29/D-30990,,"<p>This survey focuses on many different issues including, lowering the voting age, approval of Eisenhower, prefer work for man or woman, US defense, increase tariffs, taxes, favorite TV show, party preference and past voting behavior.</p>",
2145,https://hdl.handle.net/1902.29/D-30959,,"<p>Survey asked questions on issues related to the state of Georgia including elections, voting intentions, candidate preferences, racial attitudes, pharmacy care, state flag, health care, college and universities quotas for black students, government interference in racial matters, affirmative action, busing, and school integration.</p>",
