,datasetPID,datasetPIDUrl,numberOfVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,license,termsExist,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,uniqueContentTypes,uningestedTabFilesCount,restrictedFilesCount
449,doi:10.7910/DVN/8R3LTP,https://doi.org/10.7910/DVN/8R3LTP,3,2018-02-08 18:07:21+00:00,2019-06-26 19:21:38+00:00,992,489,861,CC0,True,1,1,"citation,journal",49,40,"application/pdf,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",0,0
450,doi:10.7910/DVN/26584,https://doi.org/10.7910/DVN/26584,4,2014-06-25 00:00:00+00:00,2016-03-28 15:58:38+00:00,2316,1674,1041,CC0,True,1,1,"citation,geospatial,journal",11,11,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/x-stata-syntax,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",0,0
451,doi:10.7910/DVN/ZYRC8S,https://doi.org/10.7910/DVN/ZYRC8S,2,2018-04-09 18:21:28+00:00,2019-06-27 17:00:49+00:00,932,488,1542,CC0,True,1,1,"citation,journal",20,2,"application/pdf,application/x-stata,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values",5,0
452,doi:10.7910/DVN/FHOJ3L,https://doi.org/10.7910/DVN/FHOJ3L,3,2013-08-27 00:00:00+00:00,2015-05-20 18:04:09+00:00,2618,1987,733,CC0,True,1,1,"citation,geospatial,journal",9,0,"application/zip,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
453,doi:10.7910/DVN/JTV6W6,https://doi.org/10.7910/DVN/JTV6W6,2,2017-12-18 14:58:05+00:00,2019-06-26 18:48:05+00:00,1044,489,976,CC0,True,1,1,"citation,journal",16,16,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
454,doi:10.7910/DVN/KYI9AR,https://doi.org/10.7910/DVN/KYI9AR,2,2017-10-25 14:04:20+00:00,2019-06-26 18:27:34+00:00,1098,489,940,CC0,True,1,1,"citation,journal",11,0,"application/pdf,application/postscript,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
455,doi:10.7910/DVN/4XI0UG,https://doi.org/10.7910/DVN/4XI0UG,2,2017-09-27 13:55:24+00:00,2019-06-26 18:24:37+00:00,1126,489,1001,CC0,True,1,1,"citation,journal",8,8,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
456,doi:10.7910/DVN/K6ZOOW,https://doi.org/10.7910/DVN/K6ZOOW,3,2016-04-11 19:38:43+00:00,2017-04-23 18:48:52+00:00,1660,1283,834,CC0,True,1,1,"citation,journal",8,8,"application/pdf,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/zip,text/plain",0,0
457,doi:10.7910/DVN/PBAW0O,https://doi.org/10.7910/DVN/PBAW0O,3,2012-10-29 00:00:00+00:00,2015-05-26 18:29:19+00:00,2920,1981,783,CC0,True,1,1,"citation,journal",3,0,application/octet-stream,0,0
458,doi:10.7910/DVN/OMESOW,https://doi.org/10.7910/DVN/OMESOW,4,2012-05-30 00:00:00+00:00,2015-05-22 15:38:21+00:00,3072,1985,1185,CC0,True,1,1,"citation,geospatial,journal",12,0,"application/pdf,text/plain; charset=US-ASCII,text/tab-separated-values",0,0
459,doi:10.7910/DVN/D5DEHM,https://doi.org/10.7910/DVN/D5DEHM,2,2017-10-27 16:05:53+00:00,2019-06-26 18:31:59+00:00,1096,489,1024,CC0,True,1,1,"citation,journal",71,71,"application/pdf,application/x-rlang-transport,application/x-stata,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",28,0
460,doi:10.7910/DVN/Q8CSU8,https://doi.org/10.7910/DVN/Q8CSU8,2,2016-11-30 18:52:25+00:00,2018-12-11 19:05:19+00:00,1427,686,1003,CC0,True,1,1,"citation,journal",19,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",2,0
461,doi:10.7910/DVN/29375,https://doi.org/10.7910/DVN/29375,4,2015-03-17 00:00:00+00:00,2016-08-17 20:43:41+00:00,2051,1532,1019,CC0,True,1,1,"citation,journal",8,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
462,doi:10.7910/DVN/NY6NSO,https://doi.org/10.7910/DVN/NY6NSO,3,2012-06-15 00:00:00+00:00,2015-05-22 15:44:22+00:00,3056,1985,1108,CC0,True,1,1,"citation,geospatial,journal",6,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
463,doi:10.7910/DVN/W1TDGZ,https://doi.org/10.7910/DVN/W1TDGZ,3,2016-10-24 19:00:36+00:00,2017-05-04 23:59:22+00:00,1464,1271,978,CC0,True,1,1,"citation,journal",157,154,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
464,doi:10.7910/DVN/VWBP3L,https://doi.org/10.7910/DVN/VWBP3L,3,2013-09-06 00:00:00+00:00,2015-05-20 15:44:02+00:00,2608,1987,1005,CC0,True,1,1,"citation,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
465,doi:10.7910/DVN/UJYLT0,https://doi.org/10.7910/DVN/UJYLT0,3,2012-10-29 00:00:00+00:00,2015-05-26 18:14:08+00:00,2920,1981,1072,CC0,True,1,1,"citation,journal",3,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
466,doi:10.7910/DVN/TW5FHR,https://doi.org/10.7910/DVN/TW5FHR,3,2013-08-27 00:00:00+00:00,2015-05-21 18:38:55+00:00,2618,1986,916,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
467,doi:10.7910/DVN/CV40VF,https://doi.org/10.7910/DVN/CV40VF,3,2013-02-12 00:00:00+00:00,2015-05-27 14:20:52+00:00,2814,1980,829,CC0,True,1,1,"citation,journal",7,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
468,doi:10.7910/DVN/PB8X8P,https://doi.org/10.7910/DVN/PB8X8P,2,2018-10-22 13:52:31+00:00,2019-11-22 16:51:20+00:00,736,340,952,NONE,False,1,1,"citation,journal",10,7,"text/plain,text/tab-separated-values,type/x-r-syntax",0,0
469,doi:10.7910/DVN/WVQ10L,https://doi.org/10.7910/DVN/WVQ10L,3,2015-11-20 18:53:24+00:00,2016-04-01 19:10:06+00:00,1803,1670,1036,CC0,True,1,1,"citation,journal",24,11,"application/pdf,application/vnd.ms-excel,text/plain,text/tab-separated-values,text/x-stata-syntax",0,0
470,doi:10.7910/DVN/29242,https://doi.org/10.7910/DVN/29242,2,2015-02-26 00:00:00+00:00,2016-08-17 20:36:50+00:00,2070,1532,1040,CC0,True,1,1,"citation,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
471,doi:10.7910/DVN/LCDBRU,https://doi.org/10.7910/DVN/LCDBRU,2,2016-11-30 19:48:54+00:00,2017-10-11 19:33:36+00:00,1427,1112,1019,CC0,True,1,1,"citation,journal",15,15,"application/pdf,application/x-stata,text/plain,text/tab-separated-values,type/x-r-syntax",8,0
