publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
Harvard Dataverse,https://doi.org/10.7910/DVN/VT4KJA,1,1,2017-04-23 18:27:28+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/VWZZLO,1,1,2018-12-12 21:08:23+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/VVAQGV,1,0,2021-06-25 20:58:18+00:00,CC0,CC0 Waiver,,,"The database and related data are for non-commercial, academic research purposes only.",,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/VMJ6NV,1,1,2018-12-06 09:30:07+00:00,CC0,CC0 Waiver,"By accessing the MPI-Leipzig Mind-Brain-Body behavioral data, I agree to the following:

1. I will not attempt to establish the identity or attempt to contact any of the included human subjects.
2. I understand that under no circumstances will the code that would link these data to Protected Health Information be given to me, nor will any additional information about individual human subjects be released to me under these Open Access Behavioral Data Use Terms.
3. Failure to abide by these guidelines will result in termination of my privileges to access MPI-Leipzig Mind-Brain-Body behavioral data.
",,,,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/VKECUK,1,0,2016-05-12 16:53:52+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/WCH6ZH,2,3,2016-02-26 14:39:16+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/WCRWSL,1,0,2019-05-05 06:30:29+00:00,CC0,CC0 Waiver,,,,"Chavalarias David, Gaumont Noé, Panahi Maziyar, « Hostilité et prosélytisme des communautés politiques. Le militantisme politique à l’ère des réseaux sociaux », Réseaux, 2019/2 (n° 214-215), p. 67-107. DOI : 10.3917/res.214.0067. ",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/WE0BMU,1,0,2018-03-04 18:58:06+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/W0Q8YC,1,0,2021-04-21 05:42:30+00:00,CC0,CC0 Waiver,,"The Sustainable Undernutrition Reduction in Ethiopia (SURE) Program Evaluation (2016-2019) Baseline Survey dataset can be accessed from the National Data Management Center (NDMC) at the Ethiopian Public Health Institute (EPHI). By clicking on the ‘contact owner’ button on this website, fill in the required fields and a request will be sent automatically. Alternatively, there is a form to be completed for the data at the NDMC at the EPHI office in Addis Ababa. After submission of the data request (either via the data repository system or in paper form), the EPHI Director General’s Office and the Food Science and Nutrition Research Directorate will consider the request. It will take a few days for approval to be obtained. Upon approval, the dataset will be sent to you via email.",,,,,"The two documents, the “Sustainable Undernutrition Reduction in Ethiopia (SURE) Program Evaluation (2016-2019) Baseline Survey: Dataset Documentation and Metadata” and the “Codebook” for the survey, were produced by the NIPN in Ethiopia with the financial support of the European Union. The documents were produced using the protocol, dataset, survey report, and survey questionnaire. The contents contained in the two NIPN produced documents are the sole responsibility of the NIPN and do not reflect the views of the European Union, the International Food Policy Research Institute, nor those of the Ethiopian Public Health Institute. 
Once the dataset has been received, the use thereof will be subject to the Ethiopian Public Health Institute’s data sharing policy.
"
Harvard Dataverse,https://doi.org/10.7910/DVN/W0QG0N,1,0,2019-07-15 17:59:17+00:00,CC0,CC0 Waiver,,,,,,"All names of students have been redacted from these journals. Should you encounter a journal with a student's name that we missed during the redaction process, please contact the E4 dataverse manager: cathy@stemedinsights.com. ",
Harvard Dataverse,https://doi.org/10.7910/DVN/W1TDGZ,1,2,2017-04-30 21:27:05+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use.
"
Harvard Dataverse,https://doi.org/10.7910/DVN/W1YJZQ,1,2,2017-04-23 18:09:25+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/W2A0FR,1,1,2018-01-25 21:21:59+00:00,CC0,CC0 Waiver,,,,Use of this data requires crediting OpenElections and a link to the project: http://www.openelections.net/,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/W2HZSO,1,1,2018-12-11 16:12:05+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/W32VYC,1,0,2019-03-26 16:21:09+00:00,CC0,CC0 Waiver,,,,"STATEMENT TO INCLUDE: “The Shing Mun Tunnel and Fort McHenry Tunnel study was funded by the Health Effects Institute and conducted by the study investigators (PI: Dr. X. Wang). The opinions and conclusions contained in this publication are solely those of the authors, and are not endorsed by HEI.”",,"TERMS AND CONDITIONS FOR PUBLICATIONS RESULTING FROM THIS RESEARCH: Prompt publication of the results of the Research Project is encouraged. 1. The Researcher agrees to send HEI a copy of any abstract and any manuscript accepted for publication in its final form no later than 15 days after acceptance. 2. The Researcher agrees to acknowledge the Health Effects Institute, and the study investigators in all oral and written presentations and publications resulting from the analyses of the database as specified above in Citation Requirements. I have read and agree with the Terms and Conditions for Publications Resulting from This Research.",
Harvard Dataverse,https://doi.org/10.7910/DVN/UXHJNK,1,0,2019-08-05 20:14:17+00:00,CC0,CC0 Waiver,,,,,,"All names of students have been redacted from these journals. Should you encounter a journal with a student's name that we missed during the redaction process, please contact the E4 dataverse manager: cathy@stemedinsights.com. ",
Harvard Dataverse,https://doi.org/10.7910/DVN/UTE3QI,5,0,2018-10-16 12:39:46+00:00,CC0,CC0 Waiver,,Please check https://vapor-isotope.yale.edu,,"The datasets archived on this site are contributed by individual scientists and institutes and have been quality-controlled by the site investigators. In most cases, the data have been published in peer-reviewed journals. To encourage data-mining collaboration, we ask that prior to data downloading you email the site investigators your intent on how you may use their data. Users should acknowledge the data by citing the relevant DOI or papers, and the sources of funding that supported the site operation. If the data download is not accompanied by the preferred acknowledgment language, ask the site principal investigator for clarification. ",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/UMIBSL,1,2,2016-04-01 18:24:16+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/UQAIZI,1,1,2018-12-11 15:42:58+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/UPSRNO,1,4,2017-04-23 18:18:32+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/UQK7VS,1,0,2013-03-25 12:09:45+00:00,CC0,CC0 Waiver,,"PSI data are available upon request. Please complete the electronic <a href=""http://www.psi.org/research/ethics-data-use-and-authorship/data-use-and-authorship/"" target=""_blank"">Data Request & Authorship form</a>.  If you are a PSI employee, please <a href=""mailto:""research@psi.org"" target=""_blank"">Contact Us</a> to gain access to these materials.",,,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/VEPHLS,1,1,2019-06-20 14:43:48+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/V7E9XD,2,0,2021-05-14 13:52:38+00:00,CC0,CC0 Waiver,,,,"Please cite the original publication paper: Amorim, A. N., Jeon, L., Abel, Y., Felisberto, E. F., Barbosa, L. N. F., & Dias, N. M. (2020). Using Escribo Play Video Games to Improve Phonological Awareness, Early Reading, and Writing in Preschool. Educational Researcher, 49(3), 188–197. https://doi.org/10.3102/0013189X20909824
",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/NL4F2K,2,1,2017-07-10 18:20:56+00:00,CC0,CC0 Waiver,,,,"Carroll, J. Douglas, Jr. DETROIT METROPOLITAN AREA TRAFFIC STUDY, 1953 (computer file). [S.I.: s.n.]: Douglas J. Carroll, Jr. [producer and distributor], 19??.",,,
